Raman Shift(cm-1),"x:13, y:11"
50.0,0.5217236018332595
51.0,0.5226852629860097
52.0,0.5375233745347773
53.0,0.5617184383922068
54.0,0.5896865618769703
55.0,0.61101329853761
56.0,0.6167754727032131
57.0,0.6057973902612623
58.0,0.5800066565559194
59.0,0.5411170224315227
60.0,0.4993350285045145
61.0,0.46175850264968393
62.0,0.43226817532737727
63.0,0.41435567483289454
64.0,0.40925659833336253
65.0,0.4128874253851538
66.0,0.41887356678075205
67.0,0.424025467423773
68.0,0.4236851443101467
69.0,0.413634458711656
70.0,0.39881942798234077
71.0,0.3816511054552528
72.0,0.3648208455491644
73.0,0.3535249854332071
74.0,0.34957584532757663
75.0,0.35171730517156097
76.0,0.3585958057749043
77.0,0.3679668564191596
78.0,0.3753261281122299
79.0,0.3772284516309603
80.0,0.3728166243766171
81.0,0.36262644258839494
82.0,0.34769648365500244
83.0,0.3326391043214373
84.0,0.32020591898096995
85.0,0.31188373691553994
86.0,0.3090867936964379
87.0,0.3116451954567668
88.0,0.3167257121220999
89.0,0.32135454666861385
90.0,0.3237814829367011
91.0,0.3211994054904392
92.0,0.31202930074337487
93.0,0.2999131792371373
94.0,0.28654159202331636
95.0,0.2738630837461955
96.0,0.2653445362554761
97.0,0.2619657541315708
98.0,0.262716773063494
99.0,0.26658988923288696
100.0,0.27190002435978244
101.0,0.2753775543194891
102.0,0.27468167951032973
103.0,0.2691886229406094
104.0,0.259243883062337
105.0,0.24551733901946374
106.0,0.23136088497096605
107.0,0.2188782662259499
108.0,0.2092368487662023
109.0,0.20351928958665405
110.0,0.20178912042744726
111.0,0.2022405645996742
112.0,0.20260129163358964
113.0,0.20158038177935866
114.0,0.19735105956130383
115.0,0.188052761087642
116.0,0.1764237162558271
117.0,0.16371528619472536
118.0,0.15122558853858856
119.0,0.14168529838056523
120.0,0.13616850663826377
121.0,0.1342091949106793
122.0,0.13518239647315564
123.0,0.1381486981793219
124.0,0.141323916993521
125.0,0.1424749241470879
126.0,0.1410404036288045
127.0,0.13710030549368118
128.0,0.13096919513672858
129.0,0.12463612760956773
130.0,0.11960784022124275
131.0,0.11672071524366177
132.0,0.116613520303834
133.0,0.1195218820147771
134.0,0.12452054505236165
135.0,0.12966691343711179
136.0,0.13401812379706846
137.0,0.13657563325767624
138.0,0.13524848613916485
139.0,0.13189070280202933
140.0,0.1274457414847094
141.0,0.12277383860499053
142.0,0.1193594239788894
143.0,0.118292590432346
144.0,0.11962990976767786
145.0,0.12283201654680605
146.0,0.12733741629856823
147.0,0.13216725622892128
148.0,0.13563378115873448
149.0,0.13718810778623713
150.0,0.1368747321241879
151.0,0.1348245842849958
152.0,0.1318093845541134
153.0,0.1290097049491999
154.0,0.12706383720408
155.0,0.12625862593576215
156.0,0.12675617226024577
157.0,0.12819866398937096
158.0,0.12949666265032647
159.0,0.13003614706170166
160.0,0.1293556198077451
161.0,0.12661643812392198
162.0,0.12244327130164817
163.0,0.11781996901340502
164.0,0.11337893381485795
165.0,0.10981270926287416
166.0,0.10803786563096449
167.0,0.10819187656282578
168.0,0.10967725816521169
169.0,0.11207415367602204
170.0,0.11483653515259369
171.0,0.11696853661953441
172.0,0.1178450723788919
173.0,0.11757934552194924
174.0,0.11631317221771283
175.0,0.11430067942675098
176.0,0.11218009939624025
177.0,0.11034523373642477
178.0,0.10892576334010391
179.0,0.10793281221046735
180.0,0.10720659921079063
181.0,0.10635837909591599
182.0,0.10512040246286622
183.0,0.10346316393419708
184.0,0.10139148192840246
185.0,0.09939772743158369
186.0,0.09814006071802168
187.0,0.09793209539635807
188.0,0.09896930459216104
189.0,0.10147565553542594
190.0,0.10524014908543738
191.0,0.10954995673833522
192.0,0.11368612286550756
193.0,0.11716454512493535
194.0,0.11941456810165316
195.0,0.11943342536909236
196.0,0.118039593718091
197.0,0.11561586972899965
198.0,0.11249978064298526
199.0,0.10924211333455677
200.0,0.10634868277228007
201.0,0.10402043485334608
202.0,0.10225374089222239
203.0,0.10101130276056713
204.0,0.10018318913274118
205.0,0.09954852608444903
206.0,0.09901552571771387
207.0,0.09863832088228217
208.0,0.0984784802589097
209.0,0.09884182470534032
210.0,0.09965649435070174
211.0,0.10080089848633249
212.0,0.10213958601457006
213.0,0.10342396223311687
214.0,0.10434237659271782
215.0,0.10474694528626313
216.0,0.10478781261348936
217.0,0.10466943418382385
218.0,0.10479953148315978
219.0,0.10641828215052561
220.0,0.10973341356099271
221.0,0.11487389276758359
222.0,0.12187850506484192
223.0,0.13066515887842683
224.0,0.14031258448962985
225.0,0.14967346291706463
226.0,0.15803573898329584
227.0,0.16473768321515816
228.0,0.16897140744517042
229.0,0.17057082495191248
230.0,0.170537096022455
231.0,0.16963509997772225
232.0,0.16848355744432275
233.0,0.16820902656346526
234.0,0.16912922552250842
235.0,0.17114742903168526
236.0,0.17404889029145185
237.0,0.1774575347126899
238.0,0.18073626029453624
239.0,0.1831878240349258
240.0,0.18468807729933
241.0,0.1851906799888998
242.0,0.184784921562393
243.0,0.18407304484490195
244.0,0.18365187937654426
245.0,0.1837690680732483
246.0,0.18455351850138857
247.0,0.1860726290332319
248.0,0.18809939861973132
249.0,0.19020397674191034
250.0,0.192139850730154
251.0,0.19377793455814357
252.0,0.1950226926690737
253.0,0.19609999586567797
254.0,0.19744879612408797
255.0,0.19923262223985672
256.0,0.2015769910404185
257.0,0.2045600679813414
258.0,0.20782285114150417
259.0,0.21088230893855298
260.0,0.21338027226443956
261.0,0.21498688765559848
262.0,0.2153503510753253
263.0,0.21440487029085106
264.0,0.21285887179407867
265.0,0.21117938525903016
266.0,0.20983427317280068
267.0,0.20966556903886532
268.0,0.21080265631678308
269.0,0.2130424475900323
270.0,0.21611951343491073
271.0,0.2196996578625436
272.0,0.22326754804067342
273.0,0.22629220614859943
274.0,0.22872140290931353
275.0,0.23065822868392633
276.0,0.23228215468967453
277.0,0.23437126628335453
278.0,0.2374948506870262
279.0,0.24181726950931545
280.0,0.24739033562069407
281.0,0.2542025086114359
282.0,0.26187658364610916
283.0,0.26972519250622906
284.0,0.2771447836604455
285.0,0.2838118687165369
286.0,0.2894418635501216
287.0,0.2935934367191448
288.0,0.2969373596672793
289.0,0.2999955087580705
290.0,0.30309964102782216
291.0,0.3066621774076254
292.0,0.3111042238791898
293.0,0.31644582744291583
294.0,0.32251316811313413
295.0,0.3291751373174912
296.0,0.33625862891009456
297.0,0.3435092184971353
298.0,0.3505724846293937
299.0,0.35720137925742224
300.0,0.3631765156231271
301.0,0.3681629838978567
302.0,0.3713581307391603
303.0,0.372502534874791
304.0,0.37137282394123433
305.0,0.3677245078149096
306.0,0.36112547548421386
307.0,0.35139125885347217
308.0,0.33940832795227033
309.0,0.32610616165675077
310.0,0.3121609446955607
311.0,0.2985125066216075
312.0,0.2867936964378503
313.0,0.27714674671983186
314.0,0.2695782604854884
315.0,0.2639833627742669
316.0,0.2601492103593618
317.0,0.2574022954112892
318.0,0.2548386588259298
319.0,0.25191804286548375
320.0,0.24836680894881444
321.0,0.24399471877538406
322.0,0.23866816533362045
323.0,0.23322602933465078
324.0,0.22801000208500702
325.0,0.22329443600560248
326.0,0.2194115640259255
327.0,0.21647667126994177
328.0,0.21424276917485177
329.0,0.21235371117864169
330.0,0.21055174163521062
331.0,0.20853145609335122
332.0,0.20588929713253537
333.0,0.20261170179700244
334.0,0.19884411494129117
335.0,0.19481092020193339
336.0,0.19076630402614558
337.0,0.1872192341748414
338.0,0.18443061908646952
339.0,0.18252210895633947
340.0,0.18156312470275268
341.0,0.1816157108996493
342.0,0.18261978603247558
343.0,0.18413497044554608
344.0,0.1857165419578662
345.0,0.18700282174915137
346.0,0.1876113106722913
347.0,0.1867300754677361
348.0,0.18448719088878704
349.0,0.18104017757954186
350.0,0.1765943834491489
351.0,0.17148079220748708
352.0,0.16638320287415692
353.0,0.16216458825275523
354.0,0.15935586667733462
355.0,0.15828659417822025
356.0,0.15920399726480391
357.0,0.16276724748438404
358.0,0.16762689022542168
359.0,0.1728952657253698
360.0,0.1778820909199878
361.0,0.18188524490206864
362.0,0.1837881038006317
363.0,0.18323297440081332
364.0,0.18065143233438397
365.0,0.1763630993614406
366.0,0.17078961684352542
367.0,0.16453459579863652
368.0,0.15870038330221686
369.0,0.15375787566041332
370.0,0.14978767728136502
371.0,0.14680228036116724
372.0,0.14468877924177725
373.0,0.1429469506995481
374.0,0.14113528483248114
375.0,0.13903058773700597
376.0,0.13651483790334554
377.0,0.1335676314112107
378.0,0.13037468557588577
379.0,0.12739345272105312
380.0,0.12494325717356924
381.0,0.12320475988363223
382.0,0.12245552555115123
383.0,0.12281054186685163
384.0,0.12403983344928275
385.0,0.12594376310751113
386.0,0.1283859874441532
387.0,0.13122659386294097
388.0,0.1342920003247971
389.0,0.13734539048374245
390.0,0.14022359246411245
391.0,0.14275278628023744
392.0,0.14473785572643758
393.0,0.14565472343318864
394.0,0.14552052155513567
395.0,0.1443482181815586
396.0,0.14218332059823344
397.0,0.13911434493749292
398.0,0.13540660164974322
399.0,0.13153628135280965
400.0,0.12798237053697706
401.0,0.12501166681885337
402.0,0.12284659077558394
403.0,0.12193239996799621
404.0,0.12204066566748929
405.0,0.12280126194975224
406.0,0.12402061926195512
407.0,0.12553092576988364
408.0,0.12719958573498283
409.0,0.1289793667586826
410.0,0.13090792388921327
411.0,0.1330544995849319
412.0,0.13547245336916014
413.0,0.13819896439694368
414.0,0.1411909048484295
415.0,0.14403377175984405
416.0,0.14647849453570524
417.0,0.1483080658838422
418.0,0.14924932311630326
419.0,0.14909638294410724
420.0,0.1480494179380203
421.0,0.1464610649478198
422.0,0.14459383855145255
423.0,0.14274868170152039
424.0,0.14129292444987493
425.0,0.14046617901495467
426.0,0.14014947210061335
427.0,0.1401480444210596
428.0,0.14026677977061355
429.0,0.1401803456709633
430.0,0.13968624957206796
431.0,0.1387803868952104
432.0,0.13755174966590814
433.0,0.13612056039991682
434.0,0.13467789021084745
435.0,0.13346412464356344
436.0,0.13251989307869877
437.0,0.13175471632453417
438.0,0.13101660599524287
439.0,0.1300780851485932
440.0,0.12853238408506112
441.0,0.12636510703581305
442.0,0.1236672090857527
443.0,0.12057931667092495
444.0,0.11732646778099039
445.0,0.1142647494913148
446.0,0.11175120066363305
447.0,0.10981413694242795
448.0,0.10837337032609688
449.0,0.1072733432299287
450.0,0.10604345678101687
451.0,0.10403822136111994
452.0,0.10104812499572441
453.0,0.09700570982591532
454.0,0.09194744116696148
455.0,0.08605933376738757
456.0,0.0798562445662665
457.0,0.07404410161628198
458.0,0.06906578301233844
459.0,0.06522496809284915
460.0,0.06278220837637441
461.0,0.06225456180796579
462.0,0.06282807258203876
463.0,0.0641186354119852
464.0,0.06584487845241918
465.0,0.06775939673400455
466.0,0.06965541466803923
467.0,0.07148671112897034
468.0,0.07336071900321794
469.0,0.07541342476827721
470.0,0.07778533588689687
471.0,0.08064295548703355
472.0,0.08434457165003174
473.0,0.08866764482544982
474.0,0.09352288555453007
475.0,0.09882356230438187
476.0,0.10446414576132351
477.0,0.11025166123900576
478.0,0.11594911393150531
479.0,0.12134800313732583
480.0,0.12628343186800864
481.0,0.1305807473248111
482.0,0.13401134231918813
483.0,0.13640686963709278
484.0,0.13808207313348
485.0,0.1393665088386749
486.0,0.14056195251835238
487.0,0.1421579197995062
488.0,0.14477955586673683
489.0,0.1487263759930924
490.0,0.1540762482009007
491.0,0.16086551883213435
492.0,0.1691084646823309
493.0,0.17884143209346304
494.0,0.18992302130306096
495.0,0.20243371774596763
496.0,0.21677553218986115
497.0,0.2334252501190477
498.0,0.2539903197377591
499.0,0.28023077250253486
500.0,0.31363258488224166
501.0,0.3561578644769235
502.0,0.41051039841479975
503.0,0.48229293664463774
504.0,0.5820024335987727
505.0,0.7202206716696922
506.0,0.9068769836938175
507.0,1.1626072284010673
508.0,1.4971223036561385
509.0,1.9532286824391547
510.0,2.5424064550151555
511.0,3.262359734201759
512.0,4.10904967402804
513.0,5.075668860435103
514.0,6.150158398072156
515.0,7.299658695356681
516.0,8.451398486481212
517.0,9.548371657110632
518.0,10.529236884458191
519.0,11.332552075355306
520.0,11.838009231732913
521.0,12.033444523793023
522.0,11.92833792223251
523.0,11.533639788715323
524.0,10.866914388898126
525.0,9.94633168148826
526.0,8.824510937958697
527.0,7.613085515923237
528.0,6.379353374186779
529.0,5.176056564663919
530.0,4.06498256000195
531.0,3.1261892645041085
532.0,2.355474838783748
533.0,1.7404843819292648
534.0,1.2692423393838195
535.0,0.926630239026275
536.0,0.6993627492825166
537.0,0.5611392763865668
538.0,0.4714800486243861
539.0,0.411551890649264
540.0,0.3695970285229555
541.0,0.33678472882565325
542.0,0.30782341626466087
543.0,0.28135863935000127
544.0,0.2579851455891097
545.0,0.23822635799838135
546.0,0.22237786573209178
547.0,0.21046489112902386
548.0,0.20133743830862805
549.0,0.19310448621530776
550.0,0.18471448937107443
551.0,0.1756200516403592
552.0,0.16557329216064134
553.0,0.15494142201047623
554.0,0.14512529226533785
555.0,0.1367063254234929
556.0,0.1299660717902715
557.0,0.12494997916480152
558.0,0.12139880473478029
559.0,0.11845118183610893
560.0,0.11510261892942474
561.0,0.11080982445787585
562.0,0.10533223441665461
563.0,0.0986396295885398
564.0,0.09099250200544362
565.0,0.08361948889666844
566.0,0.07720462722840704
567.0,0.07210935787435171
568.0,0.06853087907286491
569.0,0.06654164556129966
570.0,0.06571650626587738
571.0,0.06534667777480677
572.0,0.0648647764387664
573.0,0.06394493439961166
574.0,0.062362649047514686
575.0,0.059993831234594806
576.0,0.057133891655183254
577.0,0.05431749630216123
578.0,0.05180133006196429
579.0,0.04978592242524685
580.0,0.04844812719673039
581.0,0.047849513057170535
582.0,0.047844813611972764
583.0,0.048236414216238144
584.0,0.0489248531943884
585.0,0.04982910973174795
586.0,0.05089398021890494
587.0,0.05209459923696476
588.0,0.05333894094135837
589.0,0.05454408094467178
590.0,0.05562572666658537
591.0,0.056486736410795754
592.0,0.056971612079239786
593.0,0.05709742633991444
594.0,0.05699909491064959
595.0,0.05681968318006104
596.0,0.056727181442307345
597.0,0.05692967399234824
598.0,0.057752195875255305
599.0,0.05917214216476077
600.0,0.06100111864641702
601.0,0.06305144494555337
602.0,0.06511694033994836
603.0,0.06689565060398284
604.0,0.06824326112943137
605.0,0.06923157230051823
606.0,0.07005760389566162
607.0,0.07096745217794004
608.0,0.07229418288991492
609.0,0.07453213007707389
610.0,0.07804196128668432
611.0,0.08273658806596713
612.0,0.08834778511876064
613.0,0.09461654757935443
614.0,0.10115311892957346
615.0,0.10735953938298666
616.0,0.11280405484787928
617.0,0.11725782018911403
618.0,0.12058336176299389
619.0,0.12269870696847417
620.0,0.1235401456054685
621.0,0.1230350444766796
622.0,0.12152949690059692
623.0,0.11915782372856955
624.0,0.11604149669596286
625.0,0.11227396932689965
626.0,0.10793650038264788
627.0,0.10331539910038341
628.0,0.09870387516845876
629.0,0.09431816255261967
630.0,0.09035290156536138
631.0,0.08700487403850989
632.0,0.0844971549023393
633.0,0.08270660679533828
634.0,0.08144245603713632
635.0,0.08049745114584671
636.0,0.07973066825218414
637.0,0.07903056989101152
638.0,0.0784000709080845
639.0,0.07794309447758678
640.0,0.07780115933528431
641.0,0.0781072776262686
642.0,0.07897941137366868
643.0,0.08050857514903635
644.0,0.08265800620386254
645.0,0.08503372446795886
646.0,0.08734585150526501
647.0,0.0893675647266782
648.0,0.09091659704250231
649.0,0.09181597567471986
650.0,0.09225498713749955
651.0,0.09254087996813898
652.0,0.09294110613637492
653.0,0.09370372496467237
654.0,0.09507162043711385
655.0,0.09727613612805573
656.0,0.10015558732803524
657.0,0.10335989511314211
658.0,0.10653654160689498
659.0,0.10938779613568785
660.0,0.11155775008409927
661.0,0.11275253941064792
662.0,0.1130199913803847
663.0,0.11255444887256444
664.0,0.11153865487006777
665.0,0.11019038999149043
666.0,0.10877246624801946
667.0,0.1076394240621707
668.0,0.10697085362447688
669.0,0.10683141692139347
670.0,0.1072115960892288
671.0,0.10808878620171505
672.0,0.10943746748682891
673.0,0.1110877460776735
674.0,0.11281922394313793
675.0,0.11442322192178159
676.0,0.11569147725870059
677.0,0.11638051110333159
678.0,0.11615880436596306
679.0,0.11464825991144222
680.0,0.11184715262697502
681.0,0.10795012282505663
682.0,0.10311718958900379
683.0,0.09758481234490717
684.0,0.09176142641843682
685.0,0.08614880168608958
686.0,0.08112759320888531
687.0,0.07691213137983147
688.0,0.07363364374457743
689.0,0.07135429385035956
690.0,0.07009484253735539
691.0,0.06952394917579761
692.0,0.06924567063611156
693.0,0.06902396389874303
694.0,0.0686889350967952
695.0,0.06810287263997879
696.0,0.06718529109345087
697.0,0.06600900211445292
698.0,0.06471653571176816
699.0,0.0634316241133887
700.0,0.062284126672058134
701.0,0.0614179415894654
702.0,0.06105709558225384
703.0,0.061275709013922555
704.0,0.061957247540896335
705.0,0.0629998105350259
706.0,0.06425789365512438
707.0,0.06549997486689121
708.0,0.06634135401723744
709.0,0.06645770990086847
710.0,0.06566320622920385
711.0,0.06384303377146244
712.0,0.06096881739651333
713.0,0.05710742009679072
714.0,0.052422727587736105
715.0,0.04771531117911758
716.0,0.04346284865496229
717.0,0.04003475209980433
718.0,0.03773232138613408
719.0,0.036866255276837484
720.0,0.03750775928965804
721.0,0.039358626857805216
722.0,0.04196943635508651
723.0,0.04500349335340809
724.0,0.04812666135054323
725.0,0.05102056780600453
726.0,0.05316904707446154
727.0,0.05464330467365776
728.0,0.05548605201690968
729.0,0.05573589593881681
730.0,0.05543721347884166
731.0,0.05458857695743048
732.0,0.05316654863524248
733.0,0.0511860001742959
734.0,0.0487035033769083
735.0,0.04577116854679175
736.0,0.04248982555243021
737.0,0.039016935551273176
738.0,0.03583529217908218
739.0,0.033357018933707794
740.0,0.03186562917986651
741.0,0.03158021224241167
742.0,0.03264674835571469
743.0,0.03519307432648475
744.0,0.03916386757201381
745.0,0.04419965027799598
746.0,0.04980460123274182
747.0,0.05562983124530241
748.0,0.06133489822875533
749.0,0.06653938506867288
750.0,0.07071915490888284
751.0,0.07388461791279792
752.0,0.07605647543394768
753.0,0.07727321533363532
754.0,0.0776034852037373
755.0,0.07712610485295049
756.0,0.07595838195127508
757.0,0.0743065567075806
758.0,0.07243058577394659
759.0,0.07049334359279723
760.0,0.0686621066185142
761.0,0.06713044440392742
762.0,0.06615343569597444
763.0,0.0658140048820692
764.0,0.06610650073064477
765.0,0.06699885993838971
766.0,0.06842600411231198
767.0,0.07028252291202611
768.0,0.0723931686723086
769.0,0.07449935293398559
770.0,0.0763393344455354
771.0,0.07774268396022843
772.0,0.07852618260199952
773.0,0.0786148177076285
774.0,0.07793536121333727
775.0,0.07661660171220418
776.0,0.07490695544658263
777.0,0.07303425627859263
778.0,0.0712083136159881
779.0,0.06963816354009804
780.0,0.06857531559897552
781.0,0.06828924430839187
782.0,0.06878215067432579
783.0,0.07004154250068186
784.0,0.0720690854136062
785.0,0.07470951926162794
786.0,0.07785808805749027
787.0,0.08133419033764323
788.0,0.08488417503470301
789.0,0.08828948820364899
790.0,0.09136697045506394
791.0,0.09394220693679751
792.0,0.09582466191507152
793.0,0.09679732809771513
794.0,0.0968381954249414
795.0,0.0961267946006349
796.0,0.09491546798592188
797.0,0.09350379034049862
798.0,0.09220513732641425
799.0,0.09151848294770618
800.0,0.09173614459300575
801.0,0.09291963145642052
802.0,0.09498911245623641
803.0,0.09776309382918232
804.0,0.1009552068514342
805.0,0.10415422032486253
806.0,0.10669578736378672
807.0,0.1081988959872984
808.0,0.10867580044490065
809.0,0.10820645079160372
810.0,0.1069941723905215
811.0,0.10538606983316079
812.0,0.10391425118653555
813.0,0.1030259370708596
814.0,0.1029433696033341
815.0,0.10374257272019655
816.0,0.10538398780047821
817.0,0.10771758951773878
818.0,0.11047824588151627
819.0,0.11314354514843257
820.0,0.11549463594022662
821.0,0.11743366272081815
822.0,0.11893492725823956
823.0,0.12003667946720191
824.0,0.12081494328394256
825.0,0.12137988798069303
826.0,0.12181574665112481
827.0,0.12209997385561817
828.0,0.12216600403497933
829.0,0.12192062161167772
830.0,0.12118274922897869
831.0,0.11978909603792157
832.0,0.11789236426411004
833.0,0.11561741638184954
834.0,0.11311487258406135
835.0,0.11055914772289574
836.0,0.10815124718219184
837.0,0.10611519767859305
838.0,0.10461155367524871
839.0,0.10362847732919225
840.0,0.10314877699913062
841.0,0.1031412221948253
842.0,0.10351884343679352
843.0,0.1041682591738078
844.0,0.10494253738512756
845.0,0.10571520945694937
846.0,0.106396629010627
847.0,0.10692153919322424
848.0,0.1072445516922613
849.0,0.10734026570901094
850.0,0.10722926362370651
851.0,0.10703926326976096
852.0,0.10692451352562792
853.0,0.10706055948977114
854.0,0.10756506575207928
855.0,0.10852357411248151
856.0,0.11001543975950738
857.0,0.1118880794408493
858.0,0.11390866241594907
859.0,0.11585280504827491
860.0,0.11752188141991061
861.0,0.11875254119524738
862.0,0.11943211666283475
863.0,0.11952057330851946
864.0,0.11936394496414296
865.0,0.1193339636935141
866.0,0.11973579600124803
867.0,0.12081869094277117
868.0,0.12276283357509697
869.0,0.12572187791019837
870.0,0.12946138706801913
871.0,0.13354639467784857
872.0,0.13759678105849948
873.0,0.1412443238583992
874.0,0.14415328043582298
875.0,0.14604650249739823
876.0,0.14638640920448803
877.0,0.14573342426858937
878.0,0.14436713493564587
879.0,0.14257105457037406
880.0,0.14062839910425004
881.0,0.1387975190498555
882.0,0.13730963900825052
883.0,0.13621901080247786
884.0,0.1353550267258638
885.0,0.13451846599401146
886.0,0.13347798503256447
887.0,0.13197291334966638
888.0,0.129715097622051
889.0,0.12646183232557992
890.0,0.12250311486960974
891.0,0.11813316621551001
892.0,0.11371015547132907
893.0,0.10965197633978059
894.0,0.10642030469656011
895.0,0.10462707969039578
896.0,0.10484081521692253
897.0,0.10692249097959342
898.0,0.11075753569421959
899.0,0.11615267724121153
900.0,0.1225385689118613
901.0,0.12932819646298338
902.0,0.13567643308540292
903.0,0.1410107792780641
904.0,0.14501625323941977
905.0,0.14756418534968782
906.0,0.14867973846100307
907.0,0.14853215208713366
908.0,0.14742873425202532
909.0,0.1458249742199739
910.0,0.1443869439894542
911.0,0.14350743389769308
912.0,0.14337513559237847
913.0,0.14410003988579756
914.0,0.14570124199198178
915.0,0.14819414895278218
916.0,0.15139530394554115
917.0,0.1551081035983771
918.0,0.1592788314680799
919.0,0.16393497038605945
920.0,0.16918448861856836
921.0,0.17523529200062224
922.0,0.1828729017200267
923.0,0.19250795410843047
924.0,0.2044731579885066
925.0,0.21913691417177186
926.0,0.23678713803490023
927.0,0.25760270592864754
928.0,0.28185273544889666
929.0,0.30940403599061184
930.0,0.3395129649662309
931.0,0.3714676456582629
932.0,0.40468011203715293
933.0,0.43856364729295594
934.0,0.4725024456448189
935.0,0.5058632122373552
936.0,0.5382487547213809
937.0,0.5695083934173265
938.0,0.599485083574279
939.0,0.6279800803010263
940.0,0.6547461570881762
941.0,0.6793713688978225
942.0,0.7012009461946243
943.0,0.7195947531586667
944.0,0.7345168598545135
945.0,0.7455751302980668
946.0,0.7529372573502446
947.0,0.7570763978098206
948.0,0.7584877185353555
949.0,0.7580465655532452
950.0,0.7569508809823864
951.0,0.7561507855658028
952.0,0.7562336504665687
953.0,0.7575765615468194
954.0,0.7603281759400898
955.0,0.7643963488285147
956.0,0.7694553908138935
957.0,0.774536264399115
958.0,0.7790896698758721
959.0,0.782757616596061
960.0,0.7853211342081241
961.0,0.7867138356128122
962.0,0.7869803952828277
963.0,0.7864383529455855
964.0,0.7855578910674552
965.0,0.7846869470530166
966.0,0.7840764950704902
967.0,0.7839049355774473
968.0,0.7842977854013223
969.0,0.785277054601902
970.0,0.7866235943676851
971.0,0.7880905351091684
972.0,0.7894695545847995
973.0,0.7905650012090663
974.0,0.7911891351206494
975.0,0.7911502903394576
976.0,0.7902017162492837
977.0,0.7880893453762069
978.0,0.7847873010283161
979.0,0.7801426430334146
980.0,0.7738070175803866
981.0,0.7657327163774774
982.0,0.7557232550261013
983.0,0.7431971515413437
984.0,0.7281143714090513
985.0,0.7105528421382
986.0,0.6905791292879836
987.0,0.6683256501370126
988.0,0.6440232128798112
989.0,0.6179867993179261
990.0,0.5905867138356128
991.0,0.5625107410578928
992.0,0.5344087131283165
993.0,0.5066429632202979
994.0,0.4794659526682588
995.0,0.45305173940446125
996.0,0.4275220925975113
997.0,0.40304256358899615
998.0,0.37969060399470683
